Timestamp, pos_x, pos_y, pos_z, cam_qx, cam_qy, cam_qz, cam_qw, ss_qx, ss_qy, ss_qz, ss_qw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,alpha, isTracked
3.358046468,0.3059981,-0.3727241,1.152935,0.002258875,-0.01256313,0.01688636,0.9997759,-0.002003134,-0.000283646,-0.000418402,0.9999977,-0.04390037,-0.0436487,-0.005424321,-0.07715455,1.017586,-0.06321405,0.05221448,-0.3231753,0.3608281,0.9613138,1
3.428306069,0.3059933,-0.3727258,1.152951,0.002253194,-0.01260261,0.01690749,0.9997752,-0.002004684,-0.000269472,-0.000379822,0.9999977,-0.03290512,-0.008219562,-0.000537541,-0.07199508,1.015224,-0.05063337,0.05588986,-0.3252271,0.362638,0.9438566,1
3.498211171,0.3059994,-0.3727172,1.152949,0.002276447,-0.01254884,0.01690429,0.9997758,-0.001995965,-0.000198331,-0.000291305,0.9999978,-0.02801834,0.006440773,-0.005424321,-0.08503109,1.02104,-0.07163917,0.05685813,-0.3214527,0.358997,0.9305887,1
3.56808957,0.3060206,-0.3727177,1.152942,0.002209435,-0.01257455,0.01687979,0.999776,-0.001995965,-0.000198331,-0.000291305,0.9999978,-0.02679664,0.01743602,-0.009089405,-0.07518101,1.016047,-0.06564463,0.05674564,-0.3233519,0.3662729,0.9108297,1
3.63806967,0.3060302,-0.3727211,1.152935,0.00226403,-0.01256521,0.01693217,0.9997751,-0.002062279,-0.000121517,-0.000257397,0.9999977,-0.02190987,0.005219078,-0.004202627,-0.07790583,1.016473,-0.05680998,0.05684715,-0.3224054,0.3599066,0.9094136,1
3.70848317,0.3060357,-0.3727277,1.152947,0.002306615,-0.0126088,0.01691288,0.9997748,-0.002114613,-9.21059E-05,-0.000230666,0.9999977,-0.0365702,0.001553995,-0.005424321,-0.07420534,1.014149,-0.06045382,0.05585148,-0.3233174,0.3644564,0.9128394,1
3.778226267,0.3060254,-0.3727172,1.152914,0.002258584,-0.01257822,0.0168994,0.9997756,-0.002114421,-6.18341E-05,-0.000219462,0.9999976,-0.05123053,0.001553995,-0.007867711,-0.07595477,1.003405,-0.06276077,0.05582818,-0.3214088,0.3653654,0.9256592,1
3.848083566,0.3060313,-0.3727223,1.152937,0.002282497,-0.01255646,0.01691564,0.9997755,-0.002202819,4.71587E-06,-0.000214654,0.9999975,-0.03901359,0.01377094,-0.01641957,-0.07171714,1.01211,-0.0798336,0.05404118,-0.325154,0.3626427,0.9487181,1
3.918704267,0.3060345,-0.3727157,1.15292,0.002278384,-0.01258006,0.01692673,0.9997751,-0.002259337,4.30991E-05,-0.000159147,0.9999974,-0.04023528,-0.006997867,-0.007867711,-0.08161422,1.014374,-0.05506847,0.05305107,-0.3203452,0.3653723,0.94725,1
3.988157566,0.3060472,-0.3727279,1.152939,0.002252593,-0.01259266,0.01688964,0.9997756,-0.002289121,2.02184E-05,-0.000157499,0.9999973,-0.03290512,0.01743602,-0.009089405,-0.07173146,1.012773,-0.0678008,0.05308535,-0.3213011,0.3635536,0.9405842,1
4.058380667,0.3060468,-0.3727175,1.152937,0.002283784,-0.01259819,0.01691316,0.999775,-0.002289121,2.02184E-05,-0.000157499,0.9999973,-0.04145698,0.01865772,-0.007867711,-0.08999535,1.025732,-0.04099865,0.05031644,-0.3221452,0.363561,0.9314438,1
4.128291968,0.3060288,-0.3727164,1.152945,0.002237214,-0.01256065,0.0168998,0.9997758,-0.002298332,0.000111388,-0.000125966,0.9999972,-0.02801834,0.008884161,-0.01153279,-0.08109329,1.020071,-0.06571719,0.04935095,-0.3230593,0.3662919,0.901778,1
4.198531668,0.3060104,-0.372723,1.15294,0.002247794,-0.01255473,0.01690078,0.9997758,-0.002132898,0.000112936,-0.000118448,0.9999976,-0.04390037,-0.002111089,-0.002980933,-0.07518427,1.013577,-0.06757511,0.05036171,-0.3221484,0.3608327,0.8944089,1
4.268056165,0.305995,-0.3727266,1.152942,0.002265044,-0.01255675,0.0168363,0.9997769,-0.002063362,8.67698E-05,-0.000150557,0.9999977,-0.04023528,-0.004554478,-0.006646017,-0.07471601,1.012097,-0.05108646,0.05304009,-0.321298,0.3662819,0.9093326,1
4.338429268,0.3060024,-0.3727238,1.152937,0.002256014,-0.01256367,0.01689881,0.9997758,-0.002063362,8.67698E-05,-0.000150557,0.9999977,-0.02679664,-0.003332783,-0.004202627,-0.07988063,1.012011,-0.06412336,0.0549327,-0.31756,0.3626385,0.9259061,1
4.408166166,0.3060102,-0.3727196,1.15294,0.002312075,-0.01258927,0.01688478,0.9997755,-0.001917505,3.40644E-05,-0.00021856,0.9999981,-0.02801834,0.003997383,-0.002980933,-0.06313796,1.004553,-0.05021191,0.05401378,-0.3222915,0.3635515,0.938729,1
4.478217568,0.3060176,-0.3727176,1.152931,0.002255738,-0.01256924,0.01689581,0.9997757,-0.001747105,-3.43429E-05,-0.000265984,0.9999983,-0.04390037,0.003997383,-0.01641957,-0.07765842,1.013202,-0.06315203,0.05677859,-0.3204936,0.3635439,0.9565682,1
4.54841667,0.3060234,-0.3727203,1.152931,0.002236282,-0.01259272,0.01691898,0.9997751,-0.00169044,-7.00937E-05,-0.000308166,0.9999985,-0.03168342,-0.000889394,0.000684153,-0.07770094,1.014683,-0.02827512,0.05036581,-0.3231021,0.3608329,0.9515774,1
4.618077572,0.3060153,-0.3727181,1.152918,0.00226183,-0.01257913,0.01689162,0.9997756,-0.001687119,-0.000121423,-0.000384965,0.9999984,-0.04756545,-0.009441256,-0.005424321,-0.07917523,1.014142,-0.0339235,0.05127096,-0.3221839,0.3617397,0.9451742,1
4.688192475,0.30602,-0.3727177,1.152931,0.002263622,-0.01259099,0.01688548,0.9997756,-0.001687119,-0.000121423,-0.000384965,0.9999984,-0.04145698,0.003997383,0.001905847,-0.08161674,1.012898,-0.05578448,0.05305107,-0.3203452,0.3653723,0.9422389,1
4.758274879,0.3060252,-0.37272,1.152928,0.002271149,-0.01258554,0.0169143,0.9997752,-0.001694728,-0.000129621,-0.000430727,0.9999983,-0.03046173,0.001553995,-0.002980933,-0.07147488,1.012406,-0.07590506,0.05030135,-0.3221442,0.3644704,0.9408644,1
4.828275378,0.306033,-0.372728,1.15292,0.002223335,-0.01263193,0.01690947,0.9997748,-0.001623562,-0.000190781,-0.000403902,0.9999985,-0.03412681,0.006440773,-0.01397618,-0.08061245,1.012683,-0.06929589,0.05309223,-0.3193945,0.3626437,0.9397048,1
4.898027975,0.3060377,-0.3727173,1.152919,0.002239473,-0.01259161,0.01692161,0.9997751,-0.001557612,-0.000149855,-0.000404713,0.9999986,-0.05000884,-0.000889394,-0.009089405,-0.07570046,1.010835,-0.05524866,0.05211985,-0.3222152,0.3662845,0.9399179,1
4.968453776,0.3060318,-0.3727104,1.152922,0.002268731,-0.01257514,0.0168919,0.9997758,-0.001536341,-6.88908E-05,-0.000381845,0.9999988,-0.0353485,-0.003332783,-0.005424321,-0.07791999,1.01187,-0.05428598,0.05120241,-0.3202721,0.365377,0.9460443,1
5.038202676,0.3060345,-0.3727138,1.152936,0.002309488,-0.01259736,0.01689789,0.9997752,-0.001636962,-4.5669E-05,-0.000374483,0.9999985,-0.02924003,-0.01188464,-0.01764126,-0.07002738,1.005478,-0.06326763,0.05026708,-0.3211883,0.366289,0.9525034,1
5.108395878,0.306022,-0.3727235,1.152925,0.002213992,-0.01256442,0.01689598,0.9997759,-0.001714215,-3.95019E-05,-0.000417793,0.9999983,-0.0365702,-0.02654498,-0.004202627,-0.07518737,1.016369,-0.0602425,0.04747079,-0.3191698,0.3672051,0.9629077,1
5.178462576,0.306012,-0.3727129,1.152919,0.002280668,-0.01257529,0.01690209,0.9997755,-0.001780327,-9.01205E-05,-0.000438931,0.9999982,-0.02924003,-0.02532328,-0.01153279,-0.08894021,1.014418,-0.1128415,0.05120241,-0.3202721,0.365377,0.9446955,1
5.248049374,0.3060058,-0.3727037,1.152928,0.00228119,-0.01260767,0.01690312,0.9997751,-0.001896555,-8.2253E-05,-0.000460239,0.999998,-0.05367392,-0.0668609,-0.0762826,-0.06823348,0.9698662,0.009750688,0.0567676,-0.3214464,0.3644536,0.9304054,1
5.318123575,0.3060063,-0.3727207,1.152938,0.002256754,-0.01255057,0.01690558,0.9997758,-0.001896555,-8.2253E-05,-0.000460239,0.999998,-0.02557495,-0.03387515,-0.01397618,-0.07222871,1.009817,-0.07021701,0.05768784,-0.3205291,0.364451,0.9504431,1
5.388314675,0.3060089,-0.3727381,1.152937,0.002245971,-0.01255318,0.01690435,0.9997758,-0.001908688,-7.45405E-05,-0.000473574,0.9999979,-0.05489562,-0.02776667,-0.01275449,-0.08188222,1.015119,-0.03763069,0.05768784,-0.3205291,0.364451,0.9549694,1
5.458193276,0.306019,-0.3727265,1.152941,0.002258608,-0.0125588,0.01688561,0.999776,-0.001883547,-2.76169E-05,-0.000481279,0.999998,-0.0353485,-0.01554973,-0.006646017,-0.09198745,1.015199,-0.04601261,0.05499027,-0.3204246,0.3599109,0.9446067,1
5.528111379,0.3060263,-0.3727104,1.152925,0.002250462,-0.01259877,0.01691689,0.999775,-0.001883547,-2.76169E-05,-0.000481279,0.999998,-0.03046173,-0.003332783,-0.02008465,-0.07889353,1.00823,-0.07094777,0.05401657,-0.3194311,0.3626414,0.9380642,1
5.598437178,0.3060364,-0.3727161,1.152945,0.002271194,-0.01258221,0.01693029,0.9997749,-0.001874705,-3.60034E-05,-0.000474385,0.9999979,-0.0353485,-0.008219562,0.001905847,-0.06458215,1.012196,-0.06408846,0.05956258,-0.3196506,0.3626271,0.9471119,1
5.668087679,0.3060306,-0.3727338,1.152945,0.002232913,-0.01260217,0.01688881,0.9997755,-0.001788555,-4.91913E-05,-0.000469576,0.9999983,-0.03168342,-0.008219562,-0.004202627,-0.05993326,1.022318,-0.01629922,0.05490531,-0.3146975,0.3635473,0.9446443,1
5.738136682,0.3060185,-0.3727296,1.152936,0.002252175,-0.01255536,0.01689969,0.9997759,-0.001783732,-3.96505E-05,-0.000479571,0.9999982,-0.03046173,-0.02043651,-0.02741482,-0.08506355,1.016643,-0.05486391,0.05777148,-0.322442,0.3599043,0.9259197,1
5.808330979,0.3060133,-0.3727215,1.152942,0.002296745,-0.01256246,0.01688509,0.9997759,-0.001844561,-7.74131E-05,-0.000521172,0.999998,-0.04023528,-0.003332783,-0.000537541,-0.07423106,0.9956394,-0.07394961,0.05683763,-0.3166836,0.3589959,0.9247116,1
5.878411676,0.3060195,-0.3727126,1.152928,0.002218998,-0.01260147,0.01687076,0.9997759,-0.001844561,-7.74131E-05,-0.000521172,0.999998,-0.03168342,0.005219078,-0.000537541,-0.09645287,1.010797,-0.03563802,0.05865056,-0.3224754,0.3626302,0.9478676,1
